"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="0505CT","HKEX-CT","358","","","0.210","","-","-","0.245","0.130","0","","-","-","53%","","","","Active","Real Time"
="052727","PINGAN-C27","358","","","0.105","","-","-","0.180","0.080","0","","-","214145","46%","0.007","","","Active","Real Time"
="052819","APPLE-C19","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="05461F","TENCENT-H1F","358","","","0.055","","-","-","0.235","0.055","0","","-","-","35%","","","","Active","Real Time"
="05461G","TENCENT-H1G","358","0.045","0.045","0.045","-","0.045","0.045","0.125","0.045","200","","-","-","0%","","","","Active","Real Time"
="054643","TENCENT-C43","358","","","0.310","","-","-","0.385","0.125","0","","-","23700","50%","0.006","","","Active","Real Time"
="054644","TENCENT-C44","358","","","0.790","","-","-","0.610","0.235","0","","-","85550","63%","0.012","","","Active","Real Time"
="054645","TENCENT-C45","358","","","0.085","","-","-","0.215","0.035","0","","-","461150","59%","-0.005","","","Active","Real Time"
="054646","TENCENT-C46","358","","","0.270","","-","-","0.270","0.125","0","","-","452295","83%","0.023","","","Active","Real Time"
="054647","TENCENT-C47","358","0.220","0.220","0.320","-0.100","0.220","0.220","","","700","","36","-","0%","","","","Active","Real Time"
="05481E","BYD-H1E","358","","","0.095","","-","-","0.285","0.055","0","","-","44695","49%","-0.004","","","Active","Real Time"
="054832","BYD-C32","358","","","0.275","","-","-","0.520","0.015","0","","-","12695","44%","0.039","","","Active","Real Time"
="054834","BYD-C34","358","","","0.025","","-","-","0.235","0.025","0","","-","45360","28%","-0.023","","","Active","Real Time"
="054835","BYD-C35","358","","","0.020","","-","-","0.465","0.020","0","","-","79855","36%","-0.030","","","Active","Real Time"
="054836","BYD-C36","358","0.030","0.025","0.035","-0.010","0.030","0.025","0.385","0.025","32254","","16","1429385","33%","-0.018","","","Active","Real Time"
="054837","BYD-C37","358","","","0.030","","-","-","0.135","0.030","0","","-","423125","26%","-0.023","","","Active","Real Time"
="054838","BYD-C38","358","0.090","0.080","0.095","-0.015","0.090","0.080","0.150","0.070","2106","","43","-","45%","","","","Active","Real Time"
="056014","META-C14","358","","","0.160","","-","-","0.160","0.065","0","","-","-","0%","","","","Active","Real Time"
="0569C7","TESLA-C7","358","","","0.100","","-","-","0.100","0.085","0","","-","-","0%","","","","Active","Real Time"
="0573C5","MSFT-C5","358","","","0.160","","-","-","0.210","0.160","0","","-","-","0%","","","","Active","Real Time"
="0574C2","CATHAY-C2","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="05811B","XIAOMI-H1B","358","","","0.005","","-","-","0.340","0.005","0","","-","155370","23%","-0.025","","","Active","Real Time"
="05811C","XIAOMI-H1C","358","","","0.020","","-","-","0.110","0.020","0","","-","-","0%","","","","Active","Real Time"
="05811D","XIAOMI-H1D","358","","","0.105","","-","-","0.105","0.095","0","","-","-","0%","","","","Active","Real Time"
="058133","XIAOMI-C33","358","","","1.180","","-","-","1.360","0.235","0","","-","4790","52%","0.128","","","Active","Real Time"
="058135","XIAOMI-C35","358","","","0.190","","-","-","0.710","0.115","0","","-","167230","53%","-0.027","","","Active","Real Time"
="058136","XIAOMI-C36","358","0.110","0.110","0.140","-0.030","0.110","0.110","0.275","0.070","40","","-","39505","60%","-0.010","","","Active","Real Time"
="058137","XIAOMI-C37","358","0.160","0.155","0.160","-0.005","0.160","0.150","0.255","0.115","4970","","12","262995","59%","-0.002","","","Active","Real Time"
="058138","XIAOMI-C38","358","0.090","0.090","0.090","-","0.090","0.090","0.110","0.080","27995","","49","-","0%","","","","Active","Real Time"
="058139","XIAOMI-C39","358","","","0.230","","-","-","0.235","0.155","0","","-","-","0%","","","","Active","Real Time"
="05821E","ALIBABA-H1E","358","","","0.005","","-","-","0.180","0.005","0","","-","214510","27%","-0.021","","","Active","Real Time"
="05821F","ALIBABA-H1F","358","","","0.030","","-","-","0.080","0.025","0","","-","-","0%","","","","Active","Real Time"
="058241","ALIBABA-C41","358","0.300","0.300","0.600","-0.300","0.300","0.300","0.640","0.085","5","","-","124585","81%","0.089","","","Active","Real Time"
="058243","ALIBABA-C43","358","","","0.010","","-","-","0.160","0.005","0","","-","303070","36%","-0.014","","","Active","Real Time"
="058244","ALIBABA-C44","358","","","0.205","","-","-","0.250","0.050","0","","-","1374615","81%","0.022","","","Active","Real Time"
="058245","ALIBABA-C45","358","0.265","0.245","0.250","-0.005","0.265","0.245","0.300","0.030","1063","","43","258585","76%","0.045","","","Active","Real Time"
="058246","ALIBABA-C46","358","0.205","0.215","0.210","+0.005","0.215","0.205","0.235","0.045","1000","","40","588915","77%","0.035","","","Active","Real Time"
="058247","ALIBABA-C47","358","0.355","0.320","0.325","-0.005","0.355","0.310","0.350","0.095","176","","63","230180","78%","0.089","","","Active","Real Time"
="058248","ALIBABA-C48","358","0.540","0.540","0.550","-0.010","0.540","0.540","1.000","0.200","100","","-","-","0%","","","","Active","Real Time"
="05831D","MEITUAN-H1D","358","","","0.090","","-","-","0.165","0.070","0","","-","273920","43%","","","","Active","Real Time"
="058332","MEITUAN-C32","358","","","0.005","","-","-","0.280","0.005","0","","-","180920","30%","-0.026","","","Active","Real Time"
="058333","MEITUAN-C33","358","","","0.005","","-","-","0.180","0.005","0","","-","217995","21%","-0.025","","","Active","Real Time"
="058334","MEITUAN-C34","358","","","0.075","","-","-","0.095","0.075","0","","-","-","0%","","","","Active","Real Time"
="058335","MEITUAN-C35","358","","","0.005","","-","-","0.120","0.005","0","","-","262270","24%","-0.010","","","Active","Real Time"
="058336","MEITUAN-C36","358","0.035","0.035","0.040","-0.005","0.035","0.035","0.095","0.025","80000","","9","-","31%","","","","Active","Real Time"
="058337","MEITUAN-C37","358","0.080","0.075","0.085","-0.010","0.080","0.075","0.095","0.055","3027","","33","-","0%","","","","Active","Real Time"
="058719","KUAISHO-C19","358","","","0.165","","-","-","0.180","0.160","0","","-","-","0%","","","","Active","Real Time"
="058720","KUAISHO-C20","358","","","0.150","","-","-","0.155","0.150","0","","-","-","0%","","","","Active","Real Time"
="0587H7","KUAISHO-H7","358","0.100","0.100","0.125","-0.025","0.100","0.100","0.125","0.120","10000","","-","-","0%","","","","Active","Real Time"
="058924","JDCOM-C24","358","","","0.040","","-","-","0.165","0.020","0","","-","135900","47%","-0.013","","","Active","Real Time"
="058925","JDCOM-C25","358","","","0.250","","-","-","0.250","0.215","0","","-","-","0%","","","","Active","Real Time"
="059712","NIO-C12","358","","","0.415","","-","-","0.155","0.080","0","","-","-","45%","","","","Active","Real Time"
="060007","FCPO-CW07","358","","","0.250","","-","-","0.275","0.190","0","","-","-","0%","","","","Active","Real Time"
="060008","FCPO-PW08","358","","","0.195","","-","-","0.195","0.185","0","","-","-","0%","","","","Active","Real Time"
="0650A5","FBMKLCI-HA5","358","","","0.345","","-","-","0.675","0.345","0","","-","21030","28%","-0.023","","","Active","Real Time"
="0650B4","FBMKLCI-HB4","358","0.005","0.005","0.010","-0.005","0.005","0.005","0.505","0.005","1300","","15","446695","44%","-0.022","","","Active","Real Time"
="0650B5","FBMKLCI-HB5","358","","","0.005","","-","-","0.080","0.005","0","","-","167130","13%","-0.010","","","Active","Real Time"
="0650B6","FBMKLCI-HB6","358","0.005","0.005","0.005","-","0.005","0.005","0.095","0.005","500","","100","231035","25%","-0.011","","","Active","Real Time"
="0650B7","FBMKLCI-HB7","358","","","0.010","","-","-","0.060","0.010","0","","-","438355","25%","-0.006","","","Active","Real Time"
="0650B8","FBMKLCI-HB8","358","0.010","0.010","0.015","-0.005","0.010","0.010","0.155","0.015","3081","","32","488640","25%","-0.012","","","Active","Real Time"
="0650B9","FBMKLCI-HB9","358","","","0.025","","-","-","0.120","0.025","0","","-","287500","8%","-0.024","","","Active","Real Time"
="0650EA","FBMKLCI-HEA","358","","","0.010","","-","-","0.015","0.010","0","","-","-","0%","","","","Active","Real Time"
="0650EB","FBMKLCI-HEB","358","","","0.025","","-","-","0.140","0.025","0","","-","153140","27%","-0.023","","","Active","Real Time"
="0650EC","FBMKLCI-HEC","358","0.040","0.035","0.035","-","0.040","0.035","0.125","0.030","900","","100","653000","32%","-0.013","","","Active","Real Time"
="0650ED","FBMKLCI-HED","358","","","0.115","","-","-","0.130","0.085","0","","-","-","41%","","","","Active","Real Time"
="0650EE","FBMKLCI-HEE","358","0.045","0.035","0.045","-0.010","0.045","0.030","0.085","0.035","2451","","8","-","40%","","","","Active","Real Time"
="0650EF","FBMKLCI-HEF","358","0.100","0.100","0.110","-0.010","0.100","0.100","0.140","0.105","300","","100","-","0%","","","","Active","Real Time"
="0650Q1","FBMKLCI-CQ1","358","","","0.195","","-","-","0.210","0.100","0","","-","58120","62%","0.016","","","Active","Real Time"
="0650Q2","FBMKLCI-CQ2","358","0.175","0.180","0.135","+0.045","0.180","0.175","0.210","0.105","1000","","50","187425","57%","0.003","","","Active","Real Time"
="0650Q3","FBMKLCI-CQ3","358","0.175","0.175","0.185","-0.010","0.175","0.175","0.185","0.075","1000","","50","87045","66%","0.015","","","Active","Real Time"
="0650Q4","FBMKLCI-CQ4","358","","","0.165","","-","-","0.185","0.140","0","","-","-","0%","","","","Active","Real Time"
="0650Q5","FBMKLCI-CQ5","358","","","0.105","","-","-","0.105","0.090","0","","-","-","0%","","","","Active","Real Time"
="0650Q6","FBMKLCI-CQ6","358","","","0.175","","-","-","0.175","0.060","0","","-","99715","72%","","","","Active","Real Time"
="0650Q7","FBMKLCI-CQ7","358","0.165","0.160","0.160","-","0.165","0.155","0.195","0.060","271","","96","168425","52%","","","","Active","Real Time"
="0650Q8","FBMKLCI-CQ8","358","","","0.235","","-","-","0.235","0.230","0","","-","-","0%","","","","Active","Real Time"
="0650Q9","FBMKLCI-CQ9","358","","","0.125","","-","-","0.150","0.120","0","","-","-","0%","","","","Active","Real Time"
="0650QP","FBMKLCI-CQP","358","","","0.015","","-","-","0.200","0.015","0","","-","-","35%","","","","Active","Real Time"
="0650QR","FBMKLCI-CQR","358","","","0.140","","-","-","0.555","0.130","0","","-","152020","31%","-0.026","","","Active","Real Time"
="0650QY","FBMKLCI-CQY","358","0.055","0.055","0.050","+0.005","0.055","0.050","0.065","0.005","2020","","60","692565","69%","0.005","","","Active","Real Time"
="0650QZ","FBMKLCI-CQZ","358","","","0.305","","-","-","0.305","0.115","0","","-","84965","57%","0.022","","","Active","Real Time"
="0650RA","FBMKLCI-CRA","358","0.095","0.095","0.095","-","0.095","0.095","0.105","0.065","100","","100","-","0%","","","","Active","Real Time"
="0652E5","HSI-CWE5","358","","","0.725","","-","-","0.725","0.320","0","","-","10470","63%","0.047","","","Active","Real Time"
="0652EF","HSI-CWEF","358","0.305","0.305","0.330","-0.025","0.305","0.305","0.375","0.035","100","","100","113560","63%","0.035","","","Active","Real Time"
="0652EN","HSI-CWEN","358","","","0.480","","-","-","0.480","0.035","0","","-","37130","73%","0.053","","","Active","Real Time"
="0652F6","HSI-PWF6","358","","","0.005","","-","-","0.150","0.005","0","","-","44645","16%","","","","Active","Real Time"
="0652FG","HSI-PWFG","358","","","0.005","","-","-","0.485","0.005","0","","-","88500","21%","-0.021","","","Active","Real Time"
="0652FL","HSI-PWFL","358","","","0.005","","-","-","0.430","0.005","0","","-","46070","25%","-0.036","","","Active","Real Time"
="0652G1","HSI-CWG1","358","0.390","0.380","0.445","-0.065","0.390","0.380","0.455","0.155","1325","","62","64600","69%","0.042","","","Active","Real Time"
="0652G2","HSI-CWG2","358","","","1.330","","-","-","1.030","0.945","0","","-","-","0%","","","","Active","Real Time"
="0652G3","HSI-CWG3","358","","","0.590","","-","-","0.710","0.475","0","","-","-","0%","","","","Active","Real Time"
="0652G4","HSI-CWG4","358","","","0.340","","-","-","0.495","0.210","0","","-","591455","55%","-0.014","","","Active","Real Time"
="0652G5","HSI-CWG5","358","","","0.015","","-","-","0.155","0.005","0","","-","64490","15%","-0.030","","","Active","Real Time"
="0652G6","HSI-CWG6","358","","","1.300","","-","-","1.060","0.650","0","","-","255870","56%","0.021","","","Active","Real Time"
="0652G7","HSI-CWG7","358","","","0.015","","-","-","0.110","0.015","0","","-","-","0%","","","","Active","Real Time"
="0652G8","HSI-CWG8","358","0.205","0.205","0.225","-0.020","0.205","0.205","0.290","0.110","10","","-","164260","58%","","","","Active","Real Time"
="0652G9","HSI-CWG9","358","0.040","0.040","0.055","-0.015","0.040","0.040","0.135","0.030","100","","100","135760","51%","-0.006","","","Active","Real Time"
="0652GC","HSI-CWGC","358","0.590","0.590","0.610","-0.020","0.590","0.590","0.660","0.235","100","","100","46700","79%","0.056","","","Active","Real Time"
="0652GJ","HSI-CWGJ","358","","","0.540","","-","-","0.540","0.240","0","","-","31785","63%","0.041","","","Active","Real Time"
="0652GQ","HSI-CWGQ","358","1.570","1.540","1.620","-0.080","1.570","1.490","1.820","0.785","830","","36","74750","61%","0.177","","","Active","Real Time"
="0652GR","HSI-CWGR","358","0.720","0.740","0.815","-0.075","0.740","0.690","1.050","0.325","326","","70","749300","59%","0.087","","","Active","Real Time"
="0652GX","HSI-CWGX","358","0.005","0.005","0.015","-0.010","0.005","0.005","0.275","0.015","11721","","18","42622000","13%","-0.026","","","Active","Real Time"
="0652GY","HSI-CWGY","358","0.065","0.055","0.110","-0.055","0.065","0.050","0.365","0.095","126284","","62","5749395","35%","-0.025","","","Active","Real Time"
="0652GZ","HSI-CWGZ","358","0.365","0.325","0.420","-0.095","0.365","0.290","0.665","0.230","118429","","53","17246510","50%","0.003","","","Active","Real Time"
="0652H1","HSI-PWH1","358","","","0.050","","-","-","0.220","0.050","0","","-","-","8%","","","","Active","Real Time"
="0652H2","HSI-PWH2","358","","","0.005","","-","-","0.430","0.060","0","","-","27514660","25%","-0.043","","","Active","Real Time"
="0652H3","HSI-PWH3","358","","","0.065","","-","-","0.100","0.065","0","","-","-","0%","","","","Active","Real Time"
="0652H4","HSI-PWH4","358","0.005","0.005","0.005","-","0.005","0.005","0.810","0.005","400","","100","46395010","27%","-0.073","","","Active","Real Time"
="0652H5","HSI-PWH5","358","","","0.005","","-","-","0.235","0.005","0","","-","247350","17%","","","","Active","Real Time"
="0652H6","HSI-PWH6","358","0.010","0.010","0.010","-","0.010","0.010","0.195","0.010","1000","","100","156820","29%","","","","Active","Real Time"
="0652H7","HSI-PWH7","358","","","0.010","","-","-","0.100","0.010","0","","-","70300","6%","","","","Active","Real Time"
="0652H8","HSI-PWH8","358","","","0.040","","-","-","0.080","0.025","0","","-","-","0%","","","","Active","Real Time"
="0652H9","HSI-PWH9","358","","","0.030","","-","-","0.160","0.025","0","","-","-","30%","","","","Active","Real Time"
="0652HD","HSI-PWHD","358","","","0.005","","-","-","0.135","0.005","0","","-","97500","18%","-0.017","","","Active","Real Time"
="0652HK","HSI-PWHK","358","","","0.010","","-","-","0.125","0.010","0","","-","69335","15%","-0.033","","","Active","Real Time"
="0652HQ","HSI-PWHQ","358","","","0.015","","-","-","0.035","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652HR","HSI-PWHR","358","","","0.010","","-","-","0.010","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652HW","HSI-PWHW","358","","","0.045","","-","-","0.205","0.040","0","","-","-","24%","","","","Active","Real Time"
="0652HX","HSI-PWHX","358","","","0.020","","-","-","0.475","0.020","0","","-","144160","24%","-0.036","","","Active","Real Time"
="0652HY","HSI-PWHY","358","0.015","0.015","0.010","+0.005","0.015","0.015","0.140","0.010","1000","","100","100700","18%","-0.016","","","Active","Real Time"
