,,,,,,,,,,,,,,,,Code,Stock,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status ,Sector
51831L,PCHEM-C1L,,,0.28,,-,-,0.28,0.04,0,,-,975430,80%,0.017,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1L
519977,HIBISCS-C77,,,0.04,,-,-,0.115,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C77
524848,BAUTO-C48,,,0.04,,-,-,0.075,0.04,0,,-,-,18%,,,,Active,,,,,,,,,,,,,,,,,BAUTO-C48
524849,BAUTO-C49,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,BAUTO-C49
524937,IOIPG-C37,,,0.04,,-,-,0.055,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IOIPG-C37
5236CQ,MATRIX-CQ,,,0.05,,-,-,0.07,0.04,0,,-,146980,33%,,,,Active,,,,,,,,,,,,,,,,,MATRIX-CQ
5284CW,LCTITAN-CW,0.1,0.12,0.1,+0.020,0.13,0.095,0.22,0.04,45675,,55,3166255,29%,-0.005,,,Active,,,,,,,,,,,,,,,,,LCTITAN-CW
526463,MALAKOFC63,,,0.06,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MALAKOFC63
526467,MALAKOFC67,,,0.045,,-,-,0.065,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MALAKOFC67
526341,SUNCON-C41,0.07,0.07,0.06,+0.010,0.075,0.07,0.09,0.04,13917,,25,583005,62%,,,,Active,,,,,,,,,,,,,,,,,SUNCON-C41
529645,MRDIY-C45,,,0.04,,-,-,0.07,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MRDIY-C45
529649,MRDIY-C49,0.04,0.04,0.04,-,0.04,0.04,0.045,0.04,1,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,MRDIY-C49
529212,UWC-C12,,,0.095,,-,-,0.12,0.04,0,,-,158185,71%,,,,Active,,,,,,,,,,,,,,,,,UWC-C12
530618,FFB-C18,0.065,0.07,0.06,+0.010,0.07,0.065,0.065,0.04,1120,,11,-,0%,,,,Active,,,,,,,,,,,,,,,,,FFB-C18
530620,FFB-C20,0.06,0.06,0.045,+0.015,0.06,0.06,0.045,0.04,1000,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,FFB-C20
5309CQ,ITMAX-CQ,0.12,0.12,0.135,-0.015,0.12,0.12,0.18,0.04,100,,-,228000,65%,0.019,,,Active,,,,,,,,,,,,,,,,,ITMAX-CQ
5302CN,ATECH-CN,0.045,0.045,0.04,+0.005,0.045,0.045,0.055,0.04,6844,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,ATECH-CN
53473G,TENAGA-C3G,0.06,0.06,0.06,-,0.06,0.06,0.085,0.04,3599,,14,3125265,56%,,,,Active,,,,,,,,,,,,,,,,,TENAGA-C3G
587823,KPJ-C23,0.055,0.055,0.07,-0.015,0.055,0.055,0.09,0.04,156,,-,-,46%,,,,Active,,,,,,,,,,,,,,,,,KPJ-C23
601256,MAXIS-C56,,,0.04,,-,-,0.075,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAXIS-C56
663326,LHI-C26,,,0.05,,-,-,0.085,0.04,0,,-,-,43%,,,,Active,,,,,,,,,,,,,,,,,LHI-C26
663329,LHI-C29,,,0.045,,-,-,0.085,0.04,0,,-,238950,27%,-0.005,,,Active,,,,,,,,,,,,,,,,,LHI-C29
7017,KOMARK,0.045,0.045,0.055,-0.01,0.045,0.045,0.125,0.04,236,,-,171400,50%,-0.003,-0.78,,Active,,,,,,,,,,,,,,,,,KOMARK
71065D,SUPERMX-C5D,,,0.05,,-,-,0.05,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C5D
7096,JOE,0.045,0.05,0.045,+0.005,0.05,0.045,0.17,0.04,45,,33,52605,50%,-0.004,-3.24,,Active,,,,,,,,,,,,,,,,,JOE
716051,PENTA-C51,,,0.11,,-,-,0.14,0.04,0,,-,-,64%,,,,Active,,,,,,,,,,,,,,,,,PENTA-C51
715528,SKPRES-C28,,,0.05,,-,-,0.08,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SKPRES-C28
7228WC,T7GLOBAL-WC,0.045,0.045,0.045,-,0.045,0.045,0.21,0.04,650,,-,48825,56%,-0.003,,,Active,,,,,,,,,,,,,,,,,T7GLOBAL-WC
7211WA,TAFI-WA,,,0.065,,-,-,0.125,0.04,0,,-,30285,58%,-0.002,,,Active,,,,,,,,,,,,,,,,,TAFI-WA
7253,HANDAL,,,0.04,,-,-,0.075,0.04,0,,-,4032685,43%,,-12.64,,Active,,,,,,,,,,,,,,,,,HANDAL
858384,MAHSING-C84,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAHSING-C84
8664HE,SPSETIA-HE,0.06,0.06,0.06,-,0.06,0.06,0.07,0.04,250,,60,-,52%,,,,Active,,,,,,,,,,,,,,,,,SPSETIA-HE
887772,EKOVEST-C72,,,0.04,,-,-,0.075,0.04,0,,-,2965855,42%,-0.002,,,Active,,,,,,,,,,,,,,,,,EKOVEST-C72
967938,WCT-C38,,,0.1,,-,-,0.12,0.04,0,,-,368920,56%,0.011,,,Active,,,,,,,,,,,,,,,,,WCT-C38
9954WC,RGTBHD-WC,0.08,0.075,0.07,+0.005,0.085,0.075,0.23,0.04,2465,,90,272185,51%,0.001,,,Active,,,,,,,,,,,,,,,,,RGTBHD-WC
0039WD,GFM-WD,0.05,0.05,0.05,-,0.05,0.05,0.16,0.045,30,,-,293515,33%,-0.001,,,Active,,,,,,,,,,,,,,,,,GFM-WD
0026,NOVAMSC,0.045,0.05,0.05,-,0.05,0.045,0.205,0.045,4845,,1,623040,50%,-0.001,-0.52,,Active,,,,,,,,,,,,,,,,,NOVAMSC
0120WC,VIS-WC,,,0.055,,-,-,0.155,0.045,0,,-,96915,54%,0.001,,,Active,,,,,,,,,,,,,,,,,VIS-WC
01388T,ZETRIX-C8T,,,0.05,,-,-,0.08,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8T
01388V,ZETRIX-C8V,,,0.055,,-,-,0.06,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8V
01388H,ZETRIX-C8H,,,0.05,,-,-,0.075,0.045,0,,-,-,25%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8H
01388O,ZETRIX-C8O,,,0.045,,-,-,0.12,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8O
01663T,INARI-C3T,,,0.05,,-,-,0.1,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,INARI-C3T
0225CB,SCGBHD-CB,0.33,0.33,0.335,-0.005,0.33,0.33,0.335,0.045,300,,-,260120,79%,0.041,,,Active,,,,,,,,,,,,,,,,,SCGBHD-CB
0270CO,NATGATE-CO,0.045,0.045,0.045,-,0.045,0.035,0.27,0.045,17725,,50,1679520,5%,-0.024,,,Active,,,,,,,,,,,,,,,,,NATGATE-CO
0259CI,SNS-CI,,,0.05,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SNS-CI
054837,BYD-C37,,,0.045,,-,-,0.135,0.045,0,,-,365930,32%,,,,Active,,,,,,,,,,,,,,,,,BYD-C37
0650EB,FBMKLCI-HEB,,,0.045,,-,-,0.14,0.045,0,,-,154075,28%,,,,Active,,,,,,,,,,,,,,,,,FBMKLCI-HEB
058246,ALIBABA-C46,0.055,0.055,0.055,-,0.055,0.055,0.085,0.045,128,,-,883765,39%,0.002,,,Active,,,,,,,,,,,,,,,,,ALIBABA-C46
0652HV,HSI-PWHV,0.035,0.025,0.045,-0.02,0.035,0.025,0.69,0.045,13662,,12,34624930,7%,-0.072,,,Active,,,,,,,,,,,,,,,,,HSI-PWHV
065729,HSTECH-H29,0.035,0.035,0.045,-0.01,0.04,0.035,0.06,0.045,40003,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSTECH-H29
10232A,CIMB-C2A,,,0.09,,-,-,0.115,0.045,0,,-,1053700,56%,,,,Active,,,,,,,,,,,,,,,,,CIMB-C2A
10232B,CIMB-C2B,0.09,0.09,0.085,+0.005,0.09,0.09,0.09,0.045,55,,-,305405,75%,0.006,,,Active,,,,,,,,,,,,,,,,,CIMB-C2B
117185,MBSB-C85,,,0.045,,-,-,0.045,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MBSB-C85
1538WC,SYMLIFE-WC,0.045,0.045,0.045,-,0.045,0.045,0.085,0.045,100,,-,81135,42%,-0.004,,,Active,,,,,,,,,,,,,,,,,SYMLIFE-WC
18181B,BURSA-C1B,,,0.065,,-,-,0.065,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,BURSA-C1B
181895,BURSA-C95,,,0.045,,-,-,0.125,0.045,0,,-,175695,38%,-0.005,,,Active,,,,,,,,,,,,,,,,,BURSA-C95
196167,IOICORP-C67,,,0.07,,-,-,0.075,0.045,0,,-,366420,86%,,,,Active,,,,,,,,,,,,,,,,,IOICORP-C67
16193P,DRBHCOMC3P,0.07,0.075,0.07,+0.005,0.075,0.065,0.145,0.045,7335,,66,335665,46%,-0.01,,,Active,,,,,,,,,,,,,,,,,DRBHCOMC3P
285267,CMSB-C67,,,0.045,,-,-,0.09,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,CMSB-C67
285269,CMSB-C69,0.04,0.04,0.045,-0.005,0.04,0.04,0.045,0.045,500,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,CMSB-C69
3662CK,MFLOUR-CK,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MFLOUR-CK
51831O,PCHEM-C1O,0.185,0.195,0.175,+0.020,0.2,0.185,0.19,0.045,300,,33,-,72%,,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1O
521138,SUNWAY-C38,0.09,0.085,0.09,-0.005,0.09,0.075,0.175,0.045,2662,,23,1211720,38%,-0.006,,,Active,,,,,,,,,,,,,,,,,SUNWAY-C38
521139,SUNWAY-C39,,,0.1,,-,-,0.125,0.045,0,,-,195885,52%,,,,Active,,,,,,,,,,,,,,,,,SUNWAY-C39
519978,HIBISCS-C78,0.055,0.05,0.055,-0.005,0.055,0.05,0.17,0.045,2111,,36,422705,45%,-0.006,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C78
519983,HIBISCS-C83,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C83
522551,IHH-C51,,,0.045,,-,-,0.07,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IHH-C51
522555,IHH-C55,,,0.055,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IHH-C55
521669,NEXG-C69,,,0.155,,-,-,0.3,0.045,0,,-,1291230,45%,0.009,,,Active,,,,,,,,,,,,,,,,,NEXG-C69
5284CU,LCTITAN-CU,0.125,0.14,0.12,+0.020,0.145,0.125,0.205,0.045,6660,,85,667195,36%,-0.002,,,Active,,,,,,,,,,,,,,,,,LCTITAN-CU
529647,MRDIY-C47,,,0.045,,-,-,0.115,0.045,0,,-,-,27%,,,,Active,,,,,,,,,,,,,,,,,MRDIY-C47
528630,MI-C30,,,0.085,,-,-,0.085,0.045,0,,-,-,64%,,,,Active,,,,,,,,,,,,,,,,,MI-C30
530614,FFB-C14,0.09,0.085,0.075,+0.010,0.09,0.085,0.105,0.045,1750,,43,144880,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,FFB-C14
5308CE,SENFONG-CE,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SENFONG-CE
5330CB,TMK-CB,0.07,0.075,0.065,+0.010,0.08,0.07,0.145,0.045,1660,,23,335565,40%,-0.01,,,Active,,,,,,,,,,,,,,,,,TMK-CB
5337CL,ECOSHOP-CL,,,0.06,,-,-,0.065,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ECOSHOP-CL
694768,CDB-C68,,,0.045,,-,-,0.085,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,CDB-C68
69631A,VS-C1A,,,0.045,,-,-,0.045,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,VS-C1A
696397,VS-C97,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,VS-C97
7103CA,SPRITZER-CA,,,0.065,,-,-,0.125,0.045,0,,-,72135,63%,0.001,,,Active,,,,,,,,,,,,,,,,,SPRITZER-CA
7208,EURO,0.05,0.045,0.05,-0.005,0.05,0.045,0.085,0.045,2029,,100,158645,50%,,-1.48,,Active,,,,,,,,,,,,,,,,,EURO
7986,CNASIA,,,0.06,,-,-,0.095,0.045,0,,-,127840,44%,,-4.16,,Active,,,,,,,,,,,,,,,,,CNASIA
820639,ECOWLD-C39,,,0.065,,-,-,0.08,0.045,0,,-,243730,50%,0.002,,,Active,,,,,,,,,,,,,,,,,ECOWLD-C39
858379,MAHSING-C79,,,0.06,,-,-,0.08,0.045,0,,-,404425,46%,-0.001,,,Active,,,,,,,,,,,,,,,,,MAHSING-C79
858381,MAHSING-C81,,,0.05,,-,-,0.07,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAHSING-C81
8532,PERTAMA,0.105,0.105,0.105,-,0.11,0.1,2.17,0.045,14167,,25,1467660,33%,,-0.12,,Active,,,,,,,,,,,,,,,,,PERTAMA
887774,EKOVEST-C74,0.06,0.055,0.055,-,0.06,0.055,0.085,0.045,1477,,59,-,0%,,,,Active,,,,,,,,,,,,,,,,,EKOVEST-C74
01389B,ZETRIX-C9B,,,0.06,,-,-,0.09,0.05,0,,-,-,35%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C9B
01663K,INARI-C3K,0.05,0.045,0.05,-0.005,0.05,0.045,0.16,0.05,7332,,22,1009065,22%,-0.008,,,Active,,,,,,,,,,,,,,,,,INARI-C3K
01663M,INARI-C3M,0.05,0.045,0.055,-0.01,0.05,0.045,0.155,0.05,1500,,-,1261290,39%,-0.009,,,Active,,,,,,,,,,,,,,,,,INARI-C3M
01663O,INARI-C3O,0.045,0.045,0.05,-0.005,0.045,0.045,0.135,0.05,1000,,-,1329275,25%,-0.006,,,Active,,,,,,,,,,,,,,,,,INARI-C3O
0177,PASUKGB,0.065,0.065,0.065,-,0.07,0.06,0.175,0.05,2860,,58,87740,50%,-0.001,-9.43,,Active,,,,,,,,,,,,,,,,,PASUKGB
0174,EVD,0.08,0.07,0.075,-0.005,0.08,0.07,0.13,0.05,2818,,91,437365,64%,0.003,-5,,Active,,,,,,,,,,,,,,,,,EVD
0270CW,NATGATE-CW,,,0.05,,-,-,0.075,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,NATGATE-CW
03002,JAGAAPP,,,0.05,,-,-,0.05,0.05,0,,-,158620,39%,-0.047,,,Active,,,,,,,,,,,,,,,,,JAGAAPP
054835,BYD-C35,0.05,0.055,0.05,+0.005,0.055,0.05,0.465,0.05,3601,,71,75760,16%,-0.036,,,Active,,,,,,,,,,,,,,,,,BYD-C35
054836,BYD-C36,0.055,0.06,0.05,+0.010,0.06,0.055,0.385,0.05,5212,,58,259355,25%,-0.026,,,Active,,,,,,,,,,,,,,,,,BYD-C36
058244,ALIBABA-C44,,,0.065,,-,-,0.25,0.05,0,,-,699220,39%,-0.009,,,Active,,,,,,,,,,,,,,,,,ALIBABA-C44
05811C,XIAOMI-H1C,,,0.05,,-,-,0.11,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,XIAOMI-H1C
0652G9,HSI-CWG9,,,0.05,,-,-,0.135,0.05,0,,-,-,36%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWG9
0652H1,HSI-PWH1,,,0.05,,-,-,0.22,0.05,0,,-,-,8%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWH1
0652H5,HSI-PWH5,,,0.05,,-,-,0.235,0.05,0,,-,-,11%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWH5
16193M,DRBHCOMC3M,0.105,0.105,0.1,+0.005,0.11,0.105,0.175,0.05,5300,,43,347135,32%,-0.009,,,Active,,,,,,,,,,,,,,,,,DRBHCOMC3M
12951U,PBBANK-C1U,,,0.065,,-,-,0.095,0.05,0,,-,871800,43%,-0.006,,,Active,,,,,,,,,,,,,,,,,PBBANK-C1U
12951V,PBBANK-C1V,0.07,0.07,0.07,-,0.07,0.07,0.075,0.05,1500,,-,430320,67%,0.006,,,Active,,,,,,,,,,,,,,,,,PBBANK-C1V
11552B,MAYBANKC2B,,,0.06,,-,-,0.15,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAYBANKC2B
11552C,MAYBANKC2C,,,0.065,,-,-,0.065,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAYBANKC2C
181899,BURSA-C99,0.065,0.065,0.065,-,0.065,0.065,0.12,0.05,100,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,BURSA-C99
16193R,DRBHCOMC3R,,,0.055,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DRBHCOMC3R
16511Q,MRCB-C1Q,0.09,0.09,0.09,-,0.09,0.09,0.14,0.05,1,,-,294505,35%,-0.002,,,Active,,,,,,,,,,,,,,,,,MRCB-C1Q
285268,CMSB-C68,,,0.05,,-,-,0.065,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,CMSB-C68
3018,OLYMPIA,0.06,0.06,0.06,-,0.06,0.06,0.075,0.05,2871,,5,178220,50%,,-1.3,,Active,,,,,,,,,,,,,,,,,OLYMPIA
2682,PARKWD,0.075,0.075,0.085,-0.01,0.075,0.075,0.145,0.05,137,,-,216910,44%,-0.001,-1.97,,Active,,,,,,,,,,,,,,,,,PARKWD
244535,KLK-C35,,,0.05,,-,-,0.125,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,KLK-C35
3247WA,GUH-WA,,,0.06,,-,-,0.115,0.05,0,,-,92820,46%,,,,Active,,,,,,,,,,,,,,,,,GUH-WA
33361B,IJM-C1B,0.295,0.31,0.285,+0.025,0.31,0.295,0.35,0.05,3530,,99,66945,63%,0.033,,,Active,,,,,,,,,,,,,,,,,IJM-C1B
33361G,IJM-C1G,0.06,0.06,0.06,-,0.06,0.06,0.09,0.05,1887,,-,1262535,50%,,,,Active,,,,,,,,,,,,,,,,,IJM-C1G
33361N,IJM-C1N,,,0.05,,-,-,0.07,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IJM-C1N
3891,MUIIND,0.06,0.06,0.06,-,0.06,0.055,0.095,0.05,45048,,84,2472850,50%,,-5.27,,Active,,,,,,,,,,,,,,,,,MUIIND
445641,DNEX-C41,,,0.06,,-,-,0.065,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DNEX-C41
47153M,GENM-C3M,,,0.07,,-,-,0.085,0.05,0,,-,2466335,59%,,,,Active,,,,,,,,,,,,,,,,,GENM-C3M
514150,DAYANG-C50,,,0.05,,-,-,0.08,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DAYANG-C50
51481Q,UEMS-C1Q,,,0.055,,-,-,0.085,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,UEMS-C1Q
5202C6,MSM-C6,,,0.05,,-,-,0.12,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MSM-C6
519980,HIBISCS-C80,,,0.055,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C80
521668,NEXG-C68,,,0.12,,-,-,0.24,0.05,0,,-,2723285,39%,0.004,,,Active,,,,,,,,,,,,,,,,,NEXG-C68
521670,NEXG-C70,0.085,0.085,0.09,-0.005,0.1,0.085,0.25,0.05,6846,,92,1201970,42%,-0.013,,,Active,,,,,,,,,,,,,,,,,NEXG-C70
521672,NEXG-C72,,,0.075,,-,-,0.15,0.05,0,,-,-,43%,,,,Active,,,,,,,,,,,,,,,,,NEXG-C72
521148,SUNWAY-C48,0.055,0.05,0.05,-,0.055,0.05,0.07,0.05,2000,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,SUNWAY-C48
526332,SUNCON-C32,0.285,0.315,0.275,+0.040,0.34,0.285,0.375,0.05,58003,,75,2323035,76%,0.002,,,Active,,,,,,,,,,,,,,,,,SUNCON-C32
528529,SDG-C29,,,0.05,,-,-,0.105,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SDG-C29
528629,MI-C29,0.21,0.21,0.205,+0.005,0.21,0.21,0.21,0.05,300,,67,173410,65%,0.018,,,Active,,,,,,,,,,,,,,,,,MI-C29
530619,FFB-C19,0.09,0.09,0.085,+0.005,0.1,0.09,0.105,0.05,8178,,59,-,71%,,,,Active,,,,,,,,,,,,,,,,,FFB-C19
53983E,GAMUDA-C3E,0.42,0.42,0.42,-,0.42,0.42,0.44,0.05,90,,-,484725,79%,0.039,,,Active,,,,,,,,,,,,,,,,,GAMUDA-C3E
53472Z,TENAGA-C2Z,0.075,0.07,0.075,-0.005,0.075,0.07,0.21,0.05,6481,,38,511680,54%,-0.006,,,Active,,,,,,,,,,,,,,,,,TENAGA-C2Z
587818,KPJ-C18,,,0.13,,-,-,0.215,0.05,0,,-,459310,77%,0.01,,,Active,,,,,,,,,,,,,,,,,KPJ-C18
587825,KPJ-C25,,,0.07,,-,-,0.07,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,KPJ-C25
659938,AEON-C38,,,0.06,,-,-,0.135,0.05,0,,-,-,38%,,,,Active,,,,,,,,,,,,,,,,,AEON-C38
659942,AEON-C42,,,0.055,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,AEON-C42
696399,VS-C99,0.05,0.04,0.05,-0.01,0.05,0.04,0.085,0.05,3200,,63,-,0%,,,,Active,,,,,,,,,,,,,,,,,VS-C99
71135G,TOPGLOV-C5G,,,0.055,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,TOPGLOV-C5G
715383,KOSSAN-C83,,,0.05,,-,-,0.05,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,KOSSAN-C83
7192,GIIB,0.06,0.06,0.065,-0.005,0.06,0.06,0.09,0.05,302,,-,207315,50%,-0.001,-2.49,,Active,,,,,,,,,,,,,,,,,GIIB
72772H,DIALOG-C2H,,,0.07,,-,-,0.07,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DIALOG-C2H
729349,YINSON-C49,,,0.05,,-,-,0.095,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,YINSON-C49
858380,MAHSING-C80,0.06,0.055,0.06,-0.005,0.06,0.055,0.1,0.05,29862,,63,454120,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,MAHSING-C80
858383,MAHSING-C83,,,0.06,,-,-,0.08,0.05,0,,-,260300,44%,-0.002,,,Active,,,,,,,,,,,,,,,,,MAHSING-C83
887770,EKOVEST-C70,,,0.065,,-,-,0.12,0.05,0,,-,77195,46%,,,,Active,,,,,,,,,,,,,,,,,EKOVEST-C70
887771,EKOVEST-C71,0.06,0.065,0.06,+0.005,0.065,0.06,0.115,0.05,63657,,32,209540,43%,0.003,,,Active,,,,,,,,,,,,,,,,,EKOVEST-C71
967944,WCT-C44,,,0.05,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,WCT-C44
0038,ARTRONIQ,0.08,0.08,0.08,-,0.085,0.08,0.15,0.055,1035,,1,174445,100%,,-1.37,,Active,,,,,,,,,,,,,,,,,ARTRONIQ
0085,MLAB,0.06,0.06,0.06,-,0.06,0.06,0.105,0.055,4,,100,68075,46%,-0.001,-0.97,,Active,,,,,,,,,,,,,,,,,MLAB
0103,MNC,0.075,0.085,0.08,+0.005,0.085,0.075,0.15,0.055,14370,,92,1148230,50%,,-3.67,,Active,,,,,,,,,,,,,,,,,MNC
0107WC,EDUSPEC-WC,0.105,0.105,0.105,-,0.105,0.105,0.12,0.055,1200,,17,164565,60%,0.002,,,Active,,,,,,,,,,,,,,,,,EDUSPEC-WC
01388R,ZETRIX-C8R,,,0.055,,-,-,0.125,0.055,0,,-,2724770,33%,-0.005,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8R
01389I,ZETRIX-C9I,,,0.06,,-,-,0.08,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C9I
01389K,ZETRIX-C9K,,,0.055,,-,-,0.085,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C9K
01388A,ZETRIX-C8A,,,0.055,,-,-,0.195,0.055,0,,-,-,35%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C8A
01663R,INARI-C3R,,,0.055,,-,-,0.08,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,INARI-C3R
0182,LKL,0.055,0.055,0.055,-,0.055,0.055,0.135,0.055,201,,-,67665,33%,-0.001,-9.73,,Active,,,,,,,,,,,,,,,,,LKL
0237WA,HAILY-WA,,,0.065,,-,-,0.11,0.055,0,,-,150275,40%,-0.001,,,Active,,,,,,,,,,,,,,,,,HAILY-WA
0225CE,SCGBHD-CE,,,0.135,,-,-,0.145,0.055,0,,-,102260,76%,0.018,,,Active,,,,,,,,,,,,,,,,,SCGBHD-CE
0270CM,NATGATE-CM,0.07,0.06,0.065,-0.005,0.07,0.055,0.205,0.055,8600,,46,720600,7%,-0.017,,,Active,,,,,,,,,,,,,,,,,NATGATE-CM
0270CV,NATGATE-CV,0.04,0.045,0.055,-0.01,0.045,0.04,0.17,0.055,4150,,48,89565,17%,,,,Active,,,,,,,,,,,,,,,,,NATGATE-CV
0270CX,NATGATE-CX,0.045,0.045,0.055,-0.01,0.045,0.045,0.075,0.055,150,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,NATGATE-CX
05481E,BYD-H1E,,,0.095,,-,-,0.285,0.055,0,,-,44695,49%,-0.004,,,Active,,,,,,,,,,,,,,,,,BYD-H1E
05461F,TENCENT-H1F,,,0.055,,-,-,0.235,0.055,0,,-,-,35%,,,,Active,,,,,,,,,,,,,,,,,TENCENT-H1F
05821E,ALIBABA-H1E,,,0.065,,-,-,0.18,0.055,0,,-,220185,32%,-0.009,,,Active,,,,,,,,,,,,,,,,,ALIBABA-H1E
0652G7,HSI-CWG7,,,0.065,,-,-,0.11,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWG7
0652H6,HSI-PWH6,,,0.065,,-,-,0.195,0.055,0,,-,129320,26%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWH6
0652JR,HSI-PWJR,0.05,0.05,0.06,-0.01,0.05,0.05,0.11,0.055,2000,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJR
0660BA,HSCEI-HBA,,,0.06,,-,-,0.175,0.055,0,,-,10652900,27%,,,,Active,,,,,,,,,,,,,,,,,HSCEI-HBA
