"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="2739","TECHNAX","161","0.065","0.060","0.065","-0.005","0.065","0.060","0.155","0.060","1655","","8","2425530","60%","-0.001","12.37","0.06","Active","100"
="0343","TECHSTORE","405","0.320","0.300","0.320","-0.020","0.320","0.285","0.320","0.160","172385","","34","4840875","79%","0.019","1.70","23.67","Active","400"
="7200","TEKSENG","101","0.240","0.235","0.240","-0.005","0.245","0.235","0.290","0.220","2401","2.13%","51","108365","67%","","2.34","8.71","Active","100"
="0230","TELADAN","120","0.900","0.895","0.905","-0.010","0.900","0.895","1.050","0.880","3230","0.56%","-","153605","33%","-0.003","3.53","26.44","Active","100"
="0230WA","TELADAN-WA","120","0.390","0.385","0.395","-0.010","0.390","0.385","0.500","0.370","1365","","-","129030","52%","0.003","","","Active","100"
="5347","TENAGA","165","13.460","13.400","13.420","-0.020","13.540","13.360","15.180","12.660","48692","3.81%","58","5379795","48%","-0.064","81.00","16.52","Active","100"
="53472Z","TENAGA-C2Z","365","0.040","0.035","0.040","-0.005","0.045","0.035","0.210","0.025","6998","","21","769380","40%","-0.010","","","Active","300"
="53473A","TENAGA-C3A","365","0.055","0.055","0.055","-","0.055","0.055","0.160","0.050","2500","","-","295730","27%","-0.008","","","Active","300"
="53473B","TENAGA-C3B","365","0.070","0.070","0.075","-0.005","0.070","0.070","0.210","0.065","13000","","18","1696865","33%","-0.010","","","Active","300"
="53473C","TENAGA-C3C","365","0.040","0.040","0.040","-","0.040","0.040","0.145","0.020","1000","","-","92020","36%","-0.020","","","Active","300"
="53473D","TENAGA-C3D","365","0.065","0.065","0.070","-0.005","0.065","0.065","0.145","0.050","600","","100","1299920","46%","-0.016","","","Active","300"
="53473E","TENAGA-C3E","365","0.015","0.020","0.020","-","0.020","0.015","0.095","0.015","4400","","45","659815","33%","-0.003","","","Active","300"
="53473F","TENAGA-C3F","365","0.025","0.025","0.030","-0.005","0.025","0.025","0.065","0.025","5000","","60","605685","33%","-0.007","","","Active","300"
="53473G","TENAGA-C3G","365","0.045","0.045","0.045","-","0.045","0.045","0.085","0.035","2150","","86","2400810","44%","-0.003","","","Active","300"
="53473H","TENAGA-C3H","365","0.060","0.060","0.065","-0.005","0.060","0.060","0.090","0.065","200","","-","-","0%","","","","Active","300"
="53473I","TENAGA-C3I","365","","","0.070","","-","-","0.100","0.060","0","","-","306165","30%","-0.006","","","Active","300"
="53473J","TENAGA-C3J","365","0.065","0.065","0.070","-0.005","0.065","0.060","0.095","0.055","4505","","29","313490","41%","","","","Active","300"
="53473K","TENAGA-C3K","365","0.085","0.085","0.085","","0.085","0.085","","","500","","-","-","","","","","Active","300"
="054643","TENCENT-C43","358","0.000","","0.310","","-","-","","","0","","-","-","","","","","Active","-"
="054644","TENCENT-C44","358","0.000","","0.790","","-","-","","","0","","-","-","","","","","Active","-"
="054645","TENCENT-C45","358","0.030","0.030","0.085","","0.030","0.030","","","2800","","-","-","","","","","Active","-"
="054646","TENCENT-C46","358","0.000","","0.270","","-","-","","","0","","-","-","","","","","Active","-"
="054647","TENCENT-C47","358","0.000","","0.220","","-","-","","","0","","-","-","","","","","Active","-"
="05461F","TENCENT-H1F","358","0.000","","0.055","","-","-","","","0","","-","-","","","","","Active","-"
="05461G","TENCENT-H1G","358","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="7252","TEOSENG","101","0.975","0.970","0.970","","0.975","0.965","","","3445","","-","-","","","30.97","","Active","-"
="7252CE","TEOSENG-CE","301","0.000","","0.025","","-","-","","","0","","-","-","","","","","Active","-"
="0569C7","TESLA-C7","358","0.150","0.150","0.100","","0.150","0.150","","","50","","-","-","","","","","Active","-"
="8702","TEXCHEM","102","0.750","0.750","0.750","","0.750","0.740","","","251","","-","-","","","5.75","","Active","-"
="0089","TEXCYCL","402","1.030","1.020","1.030","","1.030","1.020","","","1559","","-","-","","","5.35","","Active","-"
="0145","TFP","405","0.000","","0.020","","-","-","","","0","","-","-","","","-0.48","","Active","-"
="0145WB","TFP-WB","405","0.000","","-","","-","-","","","0","","-","-","","","","","Delisted","-"
="9369","TGL","101","1.020","1.040","1.000","","1.050","1.020","","","302","","-","-","","","12.98","","Active","-"
="7034","TGUAN","102","1.130","1.130","1.130","","1.140","1.120","","","6173","","-","-","","","17.67","","Active","-"
="9075","THETA","105","0.810","0.790","0.810","","0.820","0.785","","","12175","","-","-","","","-15.10","","Active","-"
="5112","THPLANT","125","0.520","0.525","0.525","-","0.525","0.520","0.790","0.485","1759","5.71%","96","380820","50%","-0.001","6.47","4.77","Active","100"
="7889","THRIVEN","120","0.075","0.080","0.080","-","0.080","0.075","0.160","0.070","842","","87","459475","50%","-0.001","-4.65","","Active","100"
="7374","TIENWAH","102","0.840","0.840","0.835","+0.005","0.840","0.840","0.930","0.735","50","6.67%","100","31615","57%","0.006","9.81","6.90","Active","100"
="5031","TIMECOM","163","5.100","5.130","5.100","+0.030","5.150","5.090","5.360","4.510","4366","11.07%","86","1662560","40%","-0.010","20.71","24.60","Active","100"
="5031C6","TIMECOM-C6","363","","","0.110","","-","-","0.135","0.110","0","","-","-","0%","","","","Active","300"
="5031C7","TIMECOM-C7","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="7854","TIMWELL","102","","","0.340","","-","-","0.535","0.245","0","","-","7340","46%","-0.009","-0.43","","Active","100"
="5239","TITIJYA","120","0.220","0.220","0.215","+0.005","0.220","0.220","0.290","0.205","20","","100","97795","50%","","1.20","18.43","Active","100"
="5297","TJSETIA","103","","","0.205","","-","-","0.300","0.195","0","1.46%","-","81875","40%","-0.005","1.25","16.38","Active","100"
="4863","TM","163","7.040","7.050","7.050","-","7.090","7.030","7.730","6.190","62900","4.40%","60","8445250","51%","0.043","52.56","13.27","Active","100"
="48631T","TM-C1T","363","","","0.095","","-","-","0.130","0.055","0","","-","81500","60%","","","","Active","300"
="48631U","TM-C1U","363","","","0.130","","-","-","0.190","0.110","0","","-","53870","52%","-0.002","","","Active","300"
="48631V","TM-C1V","363","","","0.060","","-","-","0.075","0.060","0","","-","-","0%","","","","Active","300"
="48631W","TM-C1W","363","0.050","0.050","0.055","-0.005","0.050","0.050","0.095","0.030","4500","","78","542140","45%","","","","Active","300"
="48631X","TM-C1X","363","0.065","0.065","0.065","-","0.065","0.065","0.085","0.060","5","","-","-","0%","","","","Active","300"
="48631Y","TM-C1Y","363","0.095","0.095","0.100","-0.005","0.095","0.095","0.130","0.075","150","","-","-","47%","","","","Active","300"
="48631Z","TM-C1Z","363","0.115","0.115","0.115","-","0.115","0.115","0.130","0.105","10","","100","-","0%","","","","Active","300"
="48632A","TM-C2A","363","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","300"
="48632B","TM-C2B","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="48632C","TM-C2C","363","","","0.040","","-","-","0.040","0.040","0","","-","-","0%","","","","Active","300"
="0101","TMCLIFE","162","0.415","0.425","0.415","+0.010","0.425","0.415","0.560","0.365","310","0.45%","-","85225","41%","0.002","0.21","205.30","Active","100"
="5330","TMK","102","1.270","1.280","1.270","+0.010","1.290","1.260","2.030","0.995","6034","4.30%","35","1277905","68%","0.033","50.00","11.47","Active","100"
="5330CA","TMK-CA","302","","","0.095","","-","-","0.095","0.095","0","","-","-","0%","","","","Active","300"
="5330CB","TMK-CB","302","0.070","0.105","0.100","+0.005","0.105","0.070","0.145","0.045","1800","","13","197970","61%","0.003","","","Active","300"
="5330CC","TMK-CC","302","","","0.085","","-","-","0.095","0.080","0","","-","-","0%","","","","Active","300"
="8397","TNLOGIS","164","0.795","0.810","0.800","+0.010","0.810","0.795","0.800","0.610","661","2.27%","25","120230","72%","0.018","7.88","10.07","Active","100"
="7230","TOMEI","101","1.810","1.820","1.810","+0.010","1.820","1.790","2.000","1.420","2248","","73","136215","71%","0.039","42.93","4.09","Active","100"
="7285","TOMYPAK","102","0.275","0.275","0.275","-","0.275","0.275","0.360","0.255","2070","","86","743940","49%","0.002","-4.47","","Active","100"
="5010","TONGHER","102","1.430","1.480","1.450","+0.030","1.480","1.430","1.960","1.320","51","5.07%","-","11160","41%","-0.028","1.15","29.93","Active","100"
="7113","TOPGLOV","162","0.585","0.595","0.585","+0.010","0.600","0.585","1.440","0.575","249416","","48","16224690","44%","-0.012","-0.77","","Active","100"
="71134U","TOPGLOV-C4U","362","","","0.010","","-","-","","","0","","-","-","","","","","Active","300"
="71134Z","TOPGLOV-C4Z","362","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="71135A","TOPGLOV-C5A","362","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="71135B","TOPGLOV-C5B","362","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="71135C","TOPGLOV-C5C","362","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="71135D","TOPGLOV-C5D","362","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="71135E","TOPGLOV-C5E","362","0.000","","0.040","","-","-","","","0","","-","-","","","","","Active","-"
="71135F","TOPGLOV-C5F","362","0.010","0.010","0.010","","0.010","0.010","","","7000","","-","-","","","","","Active","-"
="71135G","TOPGLOV-C5G","362","0.000","","0.055","","-","-","","","0","","-","-","","","","","Active","-"
="71135H","TOPGLOV-C5H","362","0.000","","0.060","","-","-","","","0","","-","-","","","","","Active","-"
="71135I","TOPGLOV-C5I","362","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="71135J","TOPGLOV-C5J","362","0.055","0.050","0.050","","0.055","0.050","","","200","","-","-","","","","","Active","-"
="71135K","TOPGLOV-C5K","362","0.065","0.060","0.150","","0.065","0.060","","","700","","-","-","","","","","Active","-"
="7113WA","TOPGLOV-WA","162","0.150","0.160","0.155","","0.160","0.150","","","1844","","-","-","","","","","Active","-"
="0302","TOPMIX","402","0.460","0.465","0.475","","0.465","0.460","","","3830","","-","-","","","2.94","","Active","-"
="0332","TOPVISN","462","0.210","0.210","0.210","","0.210","0.210","","","2124","","-","-","","","0.28","","Active","-"
="7173","TOYOVEN","102","0.330","0.320","0.325","","0.330","0.320","","","1599","","-","-","","","0.77","","Active","-"
="7176","TPC","101","0.000","","0.310","","-","-","","","0","","-","-","","","5.93","","Active","-"
="03061","TPTEC","702","0.000","","0.290","","-","-","","","0","","-","-","","","","","Active","-"
="5054","TRC","103","0.350","0.345","0.350","","0.350","0.345","","","1127","","-","-","","","2.69","","Active","-"
="0199","TRIMODE","464","","","0.200","","-","-","0.380","0.165","0","1.75%","-","19620","54%","-0.001","0.99","20.26","Active","400"
="0118","TRIVE","161","0.010","0.010","0.010","-","0.010","0.010","0.060","0.005","800","","-","237590","50%","","-0.40","","Active","100"
="0118WD","TRIVE-WD","161","","","0.005","","-","-","0.020","0.005","0","","-","567305","50%","","","","Active","100"
="5401","TROP","120","1.160","1.160","1.160","-","1.170","1.160","1.450","1.040","1749","","21","382130","56%","0.007","-8.56","","Active","100"
="0297","TSA","402","0.740","0.750","0.730","+0.020","0.750","0.730","0.860","0.655","471","8.00%","91","32340","50%","","6.00","12.54","Active","400"
="9059","TSH","125","1.150","1.140","1.150","-0.010","1.150","1.130","1.280","1.000","19617","2.19%","45","2380985","50%","0.001","10.19","9.61","Active","100"
="905915","TSH-C15","325","0.065","0.070","0.075","-0.005","0.070","0.065","0.110","0.070","5511","","92","397580","43%","","","","Active","300"
="905916","TSH-C16","325","","","0.065","","-","-","0.080","0.065","0","","-","-","0%","","","","Active","300"
="905917","TSH-C17","325","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="03062","TSIC","702","","","0.100","","-","-","0.110","0.100","0","","-","-","0%","","","","Active","700"
="5042","TSRCAP","103","","","0.290","","-","-","0.300","0.200","0","","-","108225","55%","0.012","1.70","17.17","Active","100"
="0272","TTVHB","405","0.405","0.415","0.405","+0.010","0.420","0.395","0.865","0.345","44195","","43","3398390","24%","-0.035","0.80","52.32","Active","400"
="5230","TUNEPRO","110","0.350","0.350","0.350","-","0.350","0.345","0.360","0.250","3232","","51","1248170","65%","0.014","0.08","96.23","Active","100"
="5167","TURBO","102","","","0.430","","-","-","0.695","0.400","0","","-","16760","55%","-0.047","0.81","52.77","Active","100"
="4359","TURIYA","105","0.275","0.275","0.275","-","0.275","0.275","0.370","0.210","459","","13","40955","40%","-0.003","1.44","19.08","Active","100"
="7079","TWL","120","0.025","0.030","0.025","+0.005","0.030","0.025","0.030","0.015","33808","","40","23059465","50%","","0.57","5.52","Active","100"
="7079LA","TWL-LA","520","","","0.015","","-","-","0.020","0.010","0","","-","325980","67%","","","","Active","500"
="7079WE","TWL-WE","120","","","0.005","","-","-","0.010","0.005","0","","-","907200","100%","","","","Active","100"
="5111","TWRREIT","150","0.290","0.290","0.285","","0.290","0.290","0.330","0.260","4","4.28%","-","72555","38%","-0.002","1.47","19.42","Active","100"
="7145","TXCD","103","0.085","0.090","0.090","","0.090","0.085","","","43","","-","-","","","2.00","","Active, Alert","-"
="7145PA","TXCD-PA","103","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active, Alert","-"
="7100","UCHITEC","102","3.440","3.450","3.420","","3.470","3.410","","","2503","","-","-","","","24.69","","Active","-"
="0005","UCREST","405","0.070","0.070","0.070","","0.070","0.070","","","10700","","-","-","","","0.69","","Active","-"
="5148","UEMS","120","0.735","0.750","0.735","","0.750","0.735","","","55736","","-","-","","","2.06","","Active","-"
="51481N","UEMS-C1N","320","0.000","","0.020","","-","-","","","0","","-","-","","","","","Suspended, Forbid","-"
="51481O","UEMS-C1O","320","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="51481P","UEMS-C1P","320","0.025","0.030","0.025","","0.030","0.025","","","16000","","-","-","","","","","Active","-"
="51481Q","UEMS-C1Q","320","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="51481R","UEMS-C1R","320","0.000","","0.065","","-","-","","","0","","-","-","","","","","Active","-"
="51481S","UEMS-C1S","320","0.000","","0.030","","-","-","","","0","","-","-","","","","","Active","-"
="51481T","UEMS-C1T","320","0.080","0.080","0.080","","0.080","0.080","","","1700","","-","-","","","","","Active","-"
="51481U","UEMS-C1U","320","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="51481V","UEMS-C1V","320","0.000","","0.080","","-","-","","","0","","-","-","","","","","Active","-"
="51481W","UEMS-C1W","320","0.000","","0.060","","-","-","","","0","","-","-","","","","","Active","-"
="51481X","UEMS-C1X","320","0.045","0.045","0.040","","0.045","0.045","","","600","","-","-","","","","","Active","-"
="51481Y","UEMS-C1Y","320","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="51481Z","UEMS-C1Z","320","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="7133","ULICORP","102","1.620","1.620","1.600","","1.620","1.610","","","2423","","-","-","","","16.06","","Active","-"
="0256","UMC","162","0.435","0.435","0.425","","0.445","0.430","","","8287","","-","-","","","2.18","","Active","-"
="2593","UMCCA","125","5.540","5.510","5.510","","5.540","5.510","","","35","","-","-","","","46.22","","Active","-"
="7137","UMS","102","0.000","","2.000","","-","-","","","0","","-","-","","","19.21","","Active","-"
